Unique ID,Primary Data Element,Message ID,Message Text,Rule Logic,Severity,Property Affected,Report Section,Report Subsection,Report Label / Value,Data Point Name / Value, xPath,Related Value(s),Date Format,Number Format,Min Value,Max Value
2500.0051,LegalActionIndicator,UAD1593,Indicate whether the research on the project revealed pending or current legal actions.,"If (PropertyInProjectIndicator = ""true"" or PUDIndicator = ""true"") and LegalActionIndicator is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,LegalActionIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0055,ProjectCommercialSpaceIndicator,UAD1594,Indicate whether the project contains commercial space.,"If PropertyInProjectIndicator = ""true"" and ProjectCommercialSpaceIndicator is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,ProjectCommercialSpaceIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0057,ProjectCommercialSpacePercent,UAD1595,Provide the overall percentage of commercial space in the project in which the subject property is located.,"If PropertyInProjectIndicator = ""true"", and ProjectCommercialSpaceIndicator = ""true"", and ProjectCommercialSpacePercent is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,ProjectCommercialSpacePercent,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0058,ProjectCompletedIndicator,UAD1596,"Indicate whether the construction of the units, common elements and amenities in the project are complete.","If PropertyInProjectIndicator = ""true"" and ProjectCompletedIndicator is not provided",Fatal,Subject,Project Information,{No Subsection},"Are units, common areas, and amenities in project complete?",ProjectCompletedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0060,ProjectDwellingUnitCount,UAD1597,Provide the total number of units in the project.,"If PropertyInProjectIndicator = ""true"" and ProjectDwellingUnitCount is not provided",Fatal,Subject,Project Information,{No Subsection},Total Units,ProjectDwellingUnitCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0061,ProjectDwellingUnitsForSaleCount,UAD1598,Provide the total number of units in the project that are currently for sale.,"If PropertyInProjectIndicator = ""true"" and ProjectDwellingUnitsForSaleCount is not provided",Fatal,Subject,Project Information,{No Subsection},Units for Sale,ProjectDwellingUnitsForSaleCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0062,ProjectDwellingUnitsRentedCount,UAD1599,Provide the total number of units in the project that are currently rented.,"If PropertyInProjectIndicator = ""true"" and ProjectDwellingUnitsRentedCount is not provided",Fatal,Subject,Project Information,{No Subsection},Units Rented,ProjectDwellingUnitsRentedCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0064,ProjectDwellingUnitsSoldCount,UAD1600,Provide the total number of units in the project that have been sold.,"If PropertyInProjectIndicator = ""true"" and ProjectDwellingUnitsSoldCount is not provided",Fatal,Subject,Project Information,{No Subsection},Units Sold,ProjectDwellingUnitsSoldCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0066,SubjectBuildingCompletedIndicator,UAD1601,Indicate whether the project's building containing the subject property is complete.,"If (PropertyInProjectIndicator = ""true"" and ProjectCompletedIndicator = ""false"") and SubjectBuildingCompletedIndicator is not provided",Fatal,Subject,Project Information,{No Subsection},Subject Property Building Complete,SubjectBuildingCompletedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2500.0067,ProjectDeveloperOrSponsorControlsProjectManagementIndicator,UAD1602,Indicate whether the developer or the sponsor is in control of the management of the project.,"If (PropertyInProjectIndicator = ""true"" or PUDIndicator = ""true"") and ProjectDeveloperOrSponsorControlsProjectManagementIndicator is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,ProjectDeveloperOrSponsorControlsProjectManagementIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DEVELOPER/,,,,,
2500.0071,ProjectComponentCategoryType,UAD1603,Provide the incomplete project element(s).,"If ProjectCompletedIndicator = ""false"" and (at least one instance of PROJECT_COMPONENT is not provided or ProjectComponentCategoryType is not provided in a given instance of PROJECT_COMPONENT)",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,ProjectComponentCategoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_COMPONENTS/PROJECT_COMPONENT/,,,,,
2500.0072,ProjectComponentCategoryTypeOtherDescription,UAD1604,Provide a description when the incomplete project element = 'Other'.,"If ProjectComponentCategoryType = ""Other"" and ProjectComponentCategoryTypeOtherDescription is not provided in a given instance of PROJECT_COMPONENT",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,ProjectComponentCategoryTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_COMPONENTS/PROJECT_COMPONENT/,,,,,
2500.0073,ProjectComponentCompletedIndicator,UAD1605,"Deliver ProjectComponentCompletedIndicator as false for each incomplete project element. For assistance with this message, contact the appraisal software vendor.","If ProjectCompletedIndicator = ""false"" and ProjectComponentCompletedIndicator is not = ""false"" in a given instance of PROJECT_COMPONENT",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,ProjectComponentCompletedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_COMPONENTS/PROJECT_COMPONENT/,ProjectComponentCategoryType (%RV1%),,,,
2500.0074,ProjectBlanketFinancingIndicator,UAD1606,Indicate whether the cooperative has project blanket financing.,"If ProjectLegalStructureType = ""Cooperative"" or ""Condop"", and ProjectBlanketFinancingIndicator is not provided",Fatal,Subject,Project Information,Cooperative Information,{No Label},ProjectBlanketFinancingIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_FINANCIAL_INFORMATION/,,,,,
2500.0075,ProjectTotalSharesIssuedAndOutstandingCount,UAD1607,Provide the number of 'Shares Issued and Outstanding'.,"If ProjectLegalStructureType = ""Cooperative"" or ""Condop"", and ProjectTotalSharesIssuedAndOutstandingCount is not provided",Fatal,Subject,Project Information,Cooperative Information,Shares Issued and Outstanding,ProjectTotalSharesIssuedAndOutstandingCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_FINANCIAL_INFORMATION/,,,,,
2500.0076,SingleEntityGreatestNumberOfSharesCount,UAD1608,Provide the greatest number of shares owned by a single entity in the cooperative project.,"If ProjectLegalStructureType = ""Cooperative"" or ""Condop"", and SingleEntityGreatestNumberOfSharesCount is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,SingleEntityGreatestNumberOfSharesCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_FINANCIAL_INFORMATION/,,,,,
2500.0078,SingleEntityGreatestNumberOfUnitsCount,UAD1609,Provide the greatest number of units owned by a single entity in the condominium project.,"If ProjectLegalStructureType = ""Condominium"" and SingleEntityGreatestNumberOfUnitsCount is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,SingleEntityGreatestNumberOfUnitsCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_FINANCIAL_INFORMATION/,,,,,
2500.0081,PropertyTaxAbatementsOrExemptionsIndicator,UAD1610,Indicate whether a tax reduction or exemption has been granted to the subject property.,"If (PropertyInProjectIndicator = ""true"" or PUDIndicator = ""true"") and PropertyTaxAbatementsOrExemptionsIndicator is not provided",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,PropertyTaxAbatementsOrExemptionsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_TAXES/PROPERTY_TAX/PROPERTY_TAX_DETAIL/,,,,,
2500.0084,TaxAbatementsOrExemptionsExpirationDate,UAD1611,The expiration date for the tax abatements or exemptions cannot be before the 'Effective Date of Appraisal'.,If TaxAbatementsOrExemptionsExpirationDate < YYYY-MM of AppraisalReportEffectiveDate,Warning,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail (%PV%),TaxAbatementsOrExemptionsExpirationDate (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_TAXES/PROPERTY_TAX/PROPERTY_TAX_EXEMPTIONS/PROPERTY_TAX_EXEMPTION/,AppraisalReportEffectiveDate (%RV1%),,,,
2500.0151,LineOfCreditIndicator,UAD1612,Indicate whether the given lien is a line of credit.,"If ProjectBlanketFinancingIndicator = ""true"" and LineOfCreditIndicator is not provided in a given instance of PROJECT_BLANKET_FINANCING",Warning,Subject,Does Not Display,Does Not Display,Does Not Display,LineOfCreditIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_BLANKET_FINANCINGS/PROJECT_BLANKET_FINANCING/,LienPriorityType (%RV1%),,,,
2500.0163,AssociationSpecialAssessmentStatusType,UAD1613,"Provide the association special assessment status (i.e., existing, none, proposed).","If AssociationChargeType = ""AssociationSpecialAssessment"" and AssociationSpecialAssessmentStatusType is not provided in the given instance of ASSOCIATION_CHARGE",Fatal,Subject,Project Information,Project Factors and Impact to Value / Marketability,Detail,AssociationSpecialAssessmentStatusType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/HOMEOWNERS_ASSOCIATIONS/HOMEOWNERS_ASSOCIATION/ASSOCIATION_CHARGES/ASSOCIATION_CHARGE/ASSOCIATION_CHARGE_DETAIL/,AssociationChargeType (AssociationSpecialAssessment),,,,
2500.0165,@xlink:arcrole,UAD1614,"Provide at least one data source when the subject property is located in a project or PUD. In the UAD XML, a minimum of one RELATIONSHIP container must be included that links DATA_SOURCE to PROJECT. For assistance with this message, contact the appraisal software vendor.","If @ValuationUseType = ""SubjectProperty"" and (PropertyInProjectIndicator = ""true"" or PUDIndicator = ""true""), and there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_PROJECT"" that links DATA_SOURCE to PROJECT",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
2500.0168,ProjectLegalStructureType,UAD1615,"Provide the project legal structure ( i.e., Condominium, Cooperative, Condop).","If PropertyInProjectIndicator = ""true"" and ProjectLegalStructureType is not provided",Fatal,Subject,Project Information,{No Subsection},Condominium; Cooperative; Condop,ProjectLegalStructureType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROJECT/PROJECT_DETAIL/,,,,,
2600.0003,EfficiencyRatingExistsIndicator,UAD1616,Indicate whether the property has obtained an efficiency rating.,If EfficiencyRatingExistsIndicator is not provided,Fatal,Subject,Energy Efficient and Green Features,{No Subsection},Known Efficiency Ratings,EfficiencyRatingExistsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/ENERGY_EFFICIENCY_AND_GREEN_DETAIL/,,,,,
2600.0004,GreenCertificationExistsIndicator,UAD1617,"Indicate whether the property has obtained green, health or wellness certification.",If GreenCertificationExistsIndicator is not provided,Fatal,Subject,Energy Efficient and Green Features,{No Subsection},Known Building Certifications,GreenCertificationExistsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/ENERGY_EFFICIENCY_AND_GREEN_DETAIL/,,,,,
2600.0005,RenewableEnergyComponentExistsIndicator,UAD1618,Indicate whether the property has any renewable energy components.,If RenewableEnergyComponentExistsIndicator is not provided,Fatal,Subject,Energy Efficient and Green Features,{No Subsection},Known Renewable Energy Components,RenewableEnergyComponentExistsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/ENERGY_EFFICIENCY_AND_GREEN_DETAIL/,,,,,
2600.0016,RenewableEnergyComponentFinancedIndicator,UAD1619,Indicate whether the renewable energy component is subject to a financing arrangement.,"If RenewableEnergyComponentOwnershipType = ""Owned"" and RenewableEnergyComponentFinancedIndicator is not provided in a given instance of RENEWABLE_ENERGY_COMPONENT",Warning,Subject,Energy Efficient and Green Features,{No Subsection},Financing Arrangement,RenewableEnergyComponentFinancedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/RENEWABLE_ENERGY_COMPONENTS/RENEWABLE_ENERGY_COMPONENT/,RenewableEnergyComponentType (%RV1%),,,,
2600.0018,RenewableEnergyComponentOwnershipTypeOtherDescription,UAD1620,Provide a description when renewable energy component ownership type = 'Other'.,"If RenewableEnergyComponentOwnershipType = ""Other"" and RenewableEnergyComponentOwnershipTypeOtherDescription is not provided in a given instance of RENEWABLE_ENERGY_COMPONENT",Fatal,Subject,Energy Efficient and Green Features,{No Subsection},Ownership,RenewableEnergyComponentOwnershipTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/RENEWABLE_ENERGY_COMPONENTS/RENEWABLE_ENERGY_COMPONENT/,,,,,
2600.0019,RenewableEnergyComponentType,UAD1622,Provide the type of renewable energy component.,"If RenewableEnergyComponentExistsIndicator = ""true"" and (at least one instance of RENEWABLE_ENERGY_COMPONENT is not provided or RenewableEnergyComponentType is not provided in a given instance of RENEWABLE_ENERGY_COMPONENT)",Warning,Subject,Energy Efficient and Green Features,{No Subsection},Renewable Energy Component,RenewableEnergyComponentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/RENEWABLE_ENERGY_COMPONENTS/RENEWABLE_ENERGY_COMPONENT/,,,,,
2600.0020,RenewableEnergyComponentTypeOtherDescription,UAD1623,Provide a description when renewable energy component type = 'Other'.,"If RenewableEnergyComponentType = ""Other"" and RenewableEnergyComponentTypeOtherDescription is not provided in a given instance of RENEWABLE_ENERGY_COMPONENT",Fatal,Subject,Energy Efficient and Green Features,{No Subsection},Renewable Energy Component,RenewableEnergyComponentTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ENERGY_EFFICIENCY_AND_GREEN/RENEWABLE_ENERGY_COMPONENTS/RENEWABLE_ENERGY_COMPONENT/,,,,,
1300.0010,PropertyValuationConditionalConclusionType,UAD1624,"At least one defect, damage, or deficiency must be provided when the appraisal 'Market Value Condition' is 'Subject to Repair'.","If PropertyValuationConditionalConclusionType = ""SubjectToRepair"" and there are no instances of DEFECT_DETAIL with DefectItemRecommendedActionType = ""Repair""",Fatal,N/A,Reconciliation,Appraisal Summary,Market Value Condition,PropertyValuationConditionalConclusionType,../VALUATION_ANALYSIS/VALUATION_REPORT/VALUATION_RECONCILIATION/VALUATION_RECONCILIATION_SUMMARY/VALUATION_CONDITIONS/VALUATION_CONDITION/,,,,,
3000.0008,MarketBoundariesDescription,UAD1626,Provide a description of the 'Market Boundary'.,If MarketBoundariesDescription is not provided,Fatal,Subject,Market,{No Subsection},Market Boundary,MarketBoundariesDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_DETAIL/,,,,,
3000.0009,MarketInventoryLookbackMonthsCount,UAD1627,Provide the lookback period for sales in the market area.,If MarketInventoryLookbackMonthsCount is not provided,Fatal,Subject,Market,Search Result Metrics,Sales in Past ___ Months,MarketInventoryLookbackMonthsCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_DETAIL/,,,,,
3000.0018,MarketInventoryCount,UAD1629,"Provide the number of active listings, even if the value is 0.","If MarketInventoryCount is not provided for the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings""",Fatal,Subject,Market,Search Result Metrics,Active Listings,MarketInventoryCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0019,MarketInventoryHighestPriceAmount,UAD1630,Provide the 'Highest List Price'.,"If MarketInventoryHighestPriceAmount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings"" and MarketInventoryCount > 0",Fatal,Subject,Market,Search Result Metrics,Highest List Price,MarketInventoryHighestPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0019,MarketInventoryHighestPriceAmount,UAD1631,The 'Highest List Price' must be greater than $0.,"If MarketInventoryHighestPriceAmount <= 0 for the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings""",Fatal,Subject,Market,Search Result Metrics,Highest List Price (%PV%),MarketInventoryHighestPriceAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,1,
3000.0020,MarketInventoryLowestPriceAmount,UAD1632,Provide the 'Lowest List Price'.,"If MarketInventoryLowestPriceAmount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings"" and MarketInventoryCount > 0",Fatal,Subject,Market,Search Result Metrics,Lowest List Price,MarketInventoryLowestPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0020,MarketInventoryLowestPriceAmount,UAD1633,The 'Lowest List Price' must be greater than $0.,"If MarketInventoryLowestPriceAmount <= 0 for the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings""",Fatal,Subject,Market,Search Result Metrics,Lowest List Price (%PV%),MarketInventoryLowestPriceAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,1,
3000.0021,MarketInventoryMedianDaysOnMarketCount,UAD1634,Provide the 'Median Days on Market' for the active listings.,"If MarketInventoryMedianDaysOnMarketCount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings"" and MarketInventoryCount > 0",Fatal,Subject,Market,Search Result Metrics,Median Days on Market,MarketInventoryMedianDaysOnMarketCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0022,MarketInventoryMedianPriceAmount,UAD1635,Provide the 'Median List Price'.,"If MarketInventoryMedianPriceAmount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings"" and MarketInventoryCount > 0",Warning,Subject,Market,Search Result Metrics,Median List Price,MarketInventoryMedianPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0022,MarketInventoryMedianPriceAmount,UAD1636,The 'Median List Price' must be greater than $0.,"If MarketInventoryMedianPriceAmount <= 0 for the instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings""",Fatal,Subject,Market,Search Result Metrics,Median List Price (%PV%),MarketInventoryMedianPriceAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,1,
3000.0023,MarketInventoryType,UAD1637,"The market inventory type qualifier of 'ActiveListings' must be provided only once. For assistance with this message, contact the appraisal software vendor.
","If there is more than one instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,MarketInventoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0023,MarketInventoryType,UAD1638,"A market inventory type qualifier of 'ActiveListings' must be provided for active listings inventory. For assistance with this message, contact the appraisal software vendor.","If there is no instance of MARKET_INVENTORY with MarketInventoryType = ""ActiveListings""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,MarketInventoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0024,MarketInventoryCount,UAD1639,"Provide the number of pending sales, even if the value is 0.","If MarketInventoryCount is not provided for the instance of MARKET_INVENTORY with MarketInventoryType = ""PendingSales""",Fatal,Subject,Market,Search Result Metrics,Pending Sales,MarketInventoryCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0025,MarketInventoryType,UAD1640,"A market inventory type qualifier of 'PendingSales' must be provided only once. For assistance with this message, contact the appraisal software vendor.","If there is more than one instance of MARKET_INVENTORY with MarketInventoryType = ""PendingSales""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,MarketInventoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0025,MarketInventoryType,UAD1641,"A market inventory type qualifier of 'PendingSales' must be provided for pending sales inventory. For assistance with this message, contact the appraisal software vendor.","If there is no instance of MARKET_INVENTORY with MarketInventoryType = ""PendingSales""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,MarketInventoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0026,MarketInventoryCount,UAD1642,"Provide the number of total sales within the look back period, even if the value is 0.","If MarketInventoryCount is not provided for the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales""",Fatal,Subject,Market,Search Result Metrics,Sales in Past ___ Months,MarketInventoryCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0027,MarketInventoryHighestPriceAmount,UAD1643,Provide the 'Highest Sale Price'.,"If MarketInventoryHighestPriceAmount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales"" and MarketInventoryCount > 0",Fatal,Subject,Market,Search Result Metrics,Highest Sale Price,MarketInventoryHighestPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0027,MarketInventoryHighestPriceAmount,UAD1644,The 'Highest Sale Price' must be greater than $0.,"If MarketInventoryHighestPriceAmount <= 0 for the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales""",Fatal,Subject,Market,Search Result Metrics,Highest Sale Price (%PV%),MarketInventoryHighestPriceAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,1,
3000.0028,MarketInventoryLowestPriceAmount,UAD1645,Provide the 'Lowest Sale Price'.,"If MarketInventoryLowestPriceAmount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales"" and MarketInventoryCount > 0",Fatal,Subject,Market,Search Result Metrics,Lowest Sale Price,MarketInventoryLowestPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0028,MarketInventoryLowestPriceAmount,UAD1646,The 'Lowest Sale Price' must be greater than $0.,"If MarketInventoryLowestPriceAmount <= 0 for the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales""",Fatal,Subject,Market,Search Result Metrics,Lowest Sale Price (%PV%),MarketInventoryLowestPriceAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,1,
3000.0029,MarketInventoryMedianPriceAmount,UAD1647,Provide the 'Median Sale Price'.,"If MarketInventoryMedianPriceAmount is not provided in the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales"" and MarketInventoryCount > 0",Warning,Subject,Market,Search Result Metrics,Median Sale Price,MarketInventoryMedianPriceAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0029,MarketInventoryMedianPriceAmount,UAD1648,The 'Median Sale Price' must be greater than $0.,"If MarketInventoryMedianPriceAmount <= 0 for the instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales""",Fatal,Subject,Market,Search Result Metrics,Median Sale Price (%PV%),MarketInventoryMedianPriceAmount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,1,
3000.0030,MarketInventoryType,UAD1649,"A market inventory type qualifier of 'TotalSales' must be provided only once. For assistance with this message, contact the appraisal software vendor.","If there is more than one instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,MarketInventoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0030,MarketInventoryType,UAD1650,"A market inventory type qualifier of 'TotalSales' must be provided for total sales inventory. For assistance with this message, contact the appraisal software vendor.","If there is no instance of MARKET_INVENTORY with MarketInventoryType = ""TotalSales""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,MarketInventoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_INVENTORIES/MARKET_INVENTORY/,,,,,
3000.0033,MarketSupplyTrendType,UAD1652,Provide 'Demand/Supply'.,If MarketSupplyTrendType is not provided,Fatal,Subject,Market,Housing Trends,Demand/Supply,MarketSupplyTrendType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_TREND/,,,,,
3000.0034,MarketTrendsForeclosureActivityIndicator,UAD1653,Indicate whether distressed market competition exists.,If MarketTrendsForeclosureActivityIndicator is not provided,Fatal,Subject,Market,Search Result Metrics,Distressed Market Competition,MarketTrendsForeclosureActivityIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/MARKET/MARKET_TREND/,,,,,
1400.0638,ImageCategoryType,UAD1656,Provide either an image of the price trend graph or price trend analysis commentary.,"If PriceTrendsAnalysisDescription is not provided, and ImageCategoryType = ""PriceTrendGraph"" is not provided in any instance of IMAGE",Fatal,Subject,Market,Search Result Metrics,Graph,ImageCategoryType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/INSPECTIONS/INSPECTION/IMAGES/IMAGE/,,,,,
3000.0051,DataSourceName,UAD1657,Provide 'Price Trend Source' name for each data source used for the development of the price trend analysis.,If DataSourceName is not provided in a given instance of DATA_SOURCE that captures the Price Trend Source,Warning,N/A,Market,Search Result Metrics,Price Trend Source,DataSourceName,../VALUATION_ANALYSIS/DATA_SOURCES/DATA_SOURCE/,,,,,
3000.0053,@xlink:arcrole,UAD1658,"Provide at least one data source that the Appraiser used to determine price trends for the subject property. In the UAD XML, a minimum of one RELATIONSHIP must be included linking DATA_SOURCE to MARKET_TREND. For assistance with this message, contact the appraisal software vendor.","If there is no instance of RELATIONSHIP with @xlink:arcrole = ""urn:fdc:mismo.org:2009:residential/DATA_SOURCE_IsDataSourceFor_MARKET_TREND"" linking DATA_SOURCE to MARKET_TREND where @ValuationUseType = ""SubjectProperty""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@xlink:arcrole,../SERVICE/RELATIONSHIPS/RELATIONSHIP/,,,,,
