Unique ID,Primary Data Element,Message ID,Message Text,Rule Logic,Severity,Property Affected,Report Section,Report Subsection,Report Label / Value,Data Point Name / Value, xPath,Related Value(s),Date Format,Number Format,Min Value,Max Value
0100.0007,AddressLineText,UAD1001,Provide the address line for the subject property physical address.,If AddressLineText is not provided,Fatal,Subject,Subject Property,{No Subsection},Physical Address,AddressLineText,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0009,CityName,UAD1002,Provide the city name for the subject property physical address.,If CityName is not provided,Fatal,Subject,Subject Property,{No Subsection},Physical Address,CityName,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0010,CountyName,UAD1003,Provide the county name for the subject property physical address.,If CountyName is not provided,Fatal,Subject,Subject Property,{No Subsection},County,CountyName,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0011,PostalCode,UAD1004,Provide the ZIP code for the subject property physical address.,If PostalCode is not provided,Fatal,Subject,Subject Property,{No Subsection},Physical Address,PostalCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0011,PostalCode,UAD1005,"The ZIP code for the subject property physical address must be either 5 digits, or 5 digits, a hyphen, and 4 digits (ZIP+4).","If PostalCode is not in the required format (5 digits, or 5 digits, a hyphen, and 4 digits)",Fatal,Subject,Subject Property,{No Subsection},Physical Address (%PV%),PostalCode (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0012,StateCode,UAD1006,Provide the state code for the subject property physical address.,If StateCode is not provided,Fatal,Subject,Subject Property,{No Subsection},Physical Address,StateCode,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0012,StateCode,UAD1007,The state code for the subject property physical address must be a valid 2-character US State or Territory Code.,If StateCode is not a valid 2-character US State or Territory Code,Fatal,Subject,Subject Property,{No Subsection},Physical Address (%PV%),StateCode (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/ADDRESS/,,,,,
0100.0015,LatitudeIdentifier,UAD1008,"Provide the latitude for subject property. For assistance with this message, contact the appraisal software vendor.",If LatitudeIdentifier is not provided,Warning,Subject,Does Not Display,Does Not Display,Does Not Display,LatitudeIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/LOCATION_IDENTIFIER/GEOSPATIAL_INFORMATION/,,,,,
0100.0016,LongitudeIdentifier,UAD1009,"Provide the longitude for subject property. For assistance with this message, contact the appraisal software vendor.",If LongitudeIdentifier is not provided,Warning,Subject,Does Not Display,Does Not Display,Does Not Display,LongitudeIdentifier,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/LOCATION_IDENTIFIER/GEOSPATIAL_INFORMATION/,,,,,
0100.0019,AccessoryDwellingUnitTotalCount,UAD1010,"Provide the total number of ADUs, even if the value is 0.",If AccessoryDwellingUnitTotalCount is not provided,Fatal,Subject,Subject Property,{No Subsection},Accessory Dwelling Units,AccessoryDwellingUnitTotalCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0019,AccessoryDwellingUnitTotalCount,UAD1011,The number of 'Accessory Dwelling Units' does not equal the number of living units identified as an ADU.,"If AccessoryDwellingUnitTotalCount <> the number of instances of PROPERTY_UNIT_DETAIL with AccessoryDwellingUnitIndicator = ""true""",Fatal,Subject,Subject Property,{No Subsection},Accessory Dwelling Units (%PV%),AccessoryDwellingUnitTotalCount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0020,AttachmentType,UAD1012,Provide the 'Attachment Type' for the property.,If AttachmentType is not provided,Fatal,Subject,Subject Property,{No Subsection},Attachment Type,AttachmentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0021,DwellingCount,UAD1013,Provide the total number of dwellings.,If DwellingCount is not provided,Fatal,Subject,Subject Property,{No Subsection},Dwellings Containing Units,DwellingCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0021,DwellingCount,UAD1014,The total number of dwellings must be at least 1.,If DwellingCount < 1,Fatal,Subject,Subject Property,{No Subsection},Dwellings Containing Units (%PV%),DwellingCount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,1,
0100.0021,DwellingCount,UAD1015,"The total number of dwellings exceeds the total number of living units, excluding any ADUs.",If DwellingCount > LivingUnitExcludingADUCount,Fatal,Subject,Subject Property,{No Subsection},Dwellings Containing Units (%PV%),DwellingCount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0021,DwellingCount,UAD1016,The 'Dwellings Containing Units' does not equal the number of structures identified as a dwelling.,"If DwellingCount does not equal the number of instances of IMPROVEMENT_DETAIL with ImprovementType = ""Dwelling""",Fatal,Subject,Subject Property,{No Subsection},Dwellings Containing Units (%PV%),DwellingCount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0022,LivingUnitExcludingADUCount,UAD1017,"Provide the total number of living units, excluding any ADUs.",If LivingUnitExcludingADUCount is not provided,Fatal,Subject,Subject Property,{No Subsection},Units Excluding ADUs,LivingUnitExcludingADUCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0022,LivingUnitExcludingADUCount,UAD1018,"The total number of living units, excluding any ADUs, must be at least 1.",If LivingUnitExcludingADUCount < 1,Fatal,Subject,Subject Property,{No Subsection},Units Excluding ADUs (%PV%),LivingUnitExcludingADUCount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,1,
0100.0022,LivingUnitExcludingADUCount,UAD1019,The 'Units Excluding ADUs' does not equal the number of living units delivered in the UAD XML.,"If LivingUnitExcludingADUCount does not equal the number of instances of PROPERTY_UNIT_DETAIL with AccessoryDwellingUnitIndicator = ""false""",Fatal,Subject,Subject Property,{No Subsection},Units Excluding ADUs (%PV%),LivingUnitExcludingADUCount (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0024,PropertyEstateType,UAD1021,Provide 'Property Rights Appraised'.,"If (PropertyInProjectIndicator = ""false"" or ProjectLegalStructureType = ""Condominium""), and PropertyEstateType is not provided",Fatal,Subject,Subject Property,Ownership Rights,Property Rights Appraised,PropertyEstateType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0053,PropertyEstateTypeOtherDescription,UAD1022,Provide a description when 'Property Rights Appraised' = 'Other'.,"If PropertyEstateType = ""Other"" and PropertyEstateTypeOtherDescription is not provided",Fatal,Subject,Subject Property,Ownership Rights,Property Rights Appraised,PropertyEstateTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0026,PUDIndicator,UAD1023,Indicate whether the property is located within a PUD.,If PUDIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},Planned Unit Development (PUD),PUDIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0028,PropertyGroundLeaseAnnualAmount,UAD1024,Provide 'Ground Rent Annual Amount'.,"If PropertyEstateType = ""Leasehold"" and LandOwnedInCommonIndicator = ""false"", and PropertyGroundLeaseAnnualAmount is not provided",Fatal,Subject,Subject Property,Ownership Rights,Ground Rent Annual Amount,PropertyGroundLeaseAnnualAmount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_GROUND_RENT/,,,,,
0100.0029,PropertyGroundLeaseExpirationDate,UAD1025,Provide the property ground lease expiration date.,"If PropertyEstateType = ""Leasehold"" and LandOwnedInCommonIndicator = ""false"", and PropertyGroundLeaseExpirationDate is not provided",Fatal,Subject,Subject Property,Ownership Rights,Expires,PropertyGroundLeaseExpirationDate,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_GROUND_RENT/,,,,,
0100.0030,PropertyGroundLeaseRenewableIndicator,UAD1026,Indicate whether the property ground lease is renewable.,"If PropertyEstateType = ""Leasehold"" and LandOwnedInCommonIndicator = ""false"", and PropertyGroundLeaseRenewableIndicator is not provided",Fatal,Subject,Subject Property,Ownership Rights,Renewable,PropertyGroundLeaseRenewableIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_GROUND_RENT/,,,,,
0100.0033,SpecialTaxAssessmentsIndicator,UAD1027,Indicate whether the property has any special tax assessments.,If SpecialTaxAssessmentsIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},Special Tax Assessments,SpecialTaxAssessmentsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_TAXES/PROPERTY_TAX/PROPERTY_TAX_DETAIL/,,,,,
0100.0034,AllPropertyRightsAppraisedIndicator,UAD1028,Indicate whether all ownership rights of the property are included as part of the valuation.,"If LandOwnedInCommonIndicator = ""false"" and AllPropertyRightsAppraisedIndicator is not provided",Fatal,Subject,Subject Property,Ownership Rights,All Rights Included in Appraisal,AllPropertyRightsAppraisedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SALES_CONTRACTS/SALES_CONTRACT/SALES_CONTRACT_DETAIL/,,,,,
0100.0035,AppraisedIndicator,UAD1029,"Deliver this indicator as false for each ownership right that is not included in the appraisal. For assistance with this message, contact the appraisal software vendor.","If AppraisedIndicator is not ""false"" in a given instance of REAL_PROPERTY_INTEREST",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,AppraisedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/REAL_PROPERTY_INTERESTS/REAL_PROPERTY_INTEREST/,PropertyPartialInterestType (%RV1%),,,,
0100.0036,PropertyPartialInterestType,UAD1030,Provide 'Rights Not Included'.,"If AllPropertyRightsAppraisedIndicator = ""false"" and (at least one instance of REAL_PROPERTY_INTEREST is not provided or PropertyPartialInterestType is not provided in a given instance of REAL_PROPERTY_INTEREST)",Fatal,Subject,Subject Property,Ownership Rights,Rights Not Included,PropertyPartialInterestType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/REAL_PROPERTY_INTERESTS/REAL_PROPERTY_INTEREST/,,,,,
0100.0037,PropertyPartialInterestTypeOtherDescription,UAD1031,Provide a description when 'Rights Not Included' = 'Other'.,"If PropertyPartialInterestType = ""Other"" and PropertyPartialInterestTypeOtherDescription is not provided in a given instance of REAL_PROPERTY_INTEREST",Fatal,Subject,Subject Property,Ownership Rights,Rights Not Included,PropertyPartialInterestTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/REAL_PROPERTY_INTERESTS/REAL_PROPERTY_INTEREST/,,,,,
0100.0043,@ValuationUseType,UAD1032,"The subject property has not been identified in the UAD XML. For assistance with this message, contact the appraisal software vendor.","If an instance of PROPERTY is not provided with @ValuationUseType = ""SubjectProperty""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@ValuationUseType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/,,,,,
0100.0043,@ValuationUseType,UAD1033,"More than one property has been identified as the subject property. For assistance with this message, contact the appraisal software vendor.","If more than one instance of PROPERTY has @ValuationUseType = ""SubjectProperty""",Fatal,Subject,Does Not Display,Does Not Display,Does Not Display,@ValuationUseType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/,,,,,
,@ValuationUseType,UAD1034,"Provide 'ValuationUseType' for each property included in the appraisal. For assistance with this message, contact the appraisal software vendor.",If @ValuationUseType is not provided for one or more instances of PROPERTY,Fatal,N/A,Does Not Display,Does Not Display,Does Not Display,@ValuationUseType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/,AddressLineText (%RV1%),,,,
0100.0046,HomeownerResponsibleForExteriorMaintenanceIndicator,UAD1035,Provide 'Homeowner Responsible for all Exterior Maintenance of Dwelling(s)'.,If HomeownerResponsibleForExteriorMaintenanceIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},Homeowner Responsible for all Exterior Maintenance of Dwelling(s),HomeownerResponsibleForExteriorMaintenanceIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0047,LandOwnedInCommonIndicator,UAD1036,Indicate whether the site is owned in common.,If LandOwnedInCommonIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},Subject Site Owned in Common,LandOwnedInCommonIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/SITE/SITE_DETAIL/,,,,,
,ValuationAnalysisCategoryType,UAD1037,"Each ValuationAnalysisCategoryType can only be delivered once. For assistance with this message, contact the appraisal software vendor.",If there is more than one instance of VALUATION_COMMENTARY with the same ValuationAnalysisCategoryType enumeration,Fatal,N/A,Does Not Display,Does Not Display,Does Not Display,ValuationAnalysisCategoryType,../VALUATION_ANALYSIS/VALUATION_REPORT/VALUATION_COMMENTARIES/VALUATION_COMMENTARY/,,,,,
0100.0049,ValuationAnalysisCategoryType,UAD1038,"Provide ValuationAnalysisCategoryType = 'PropertySpecialTaxAssessments' when there are special tax assessments. For assistance with this message, contact the appraisal software vendor.","If SpecialTaxAssessmentsIndicator = ""true"", and there is no instance of VALUATION_COMMENTARY with ValuationAnalysisCategoryType = ""PropertySpecialTaxAssessments""",Warning,N/A,Does Not Display,Does Not Display,Does Not Display,ValuationAnalysisCategoryType,../VALUATION_ANALYSIS/VALUATION_REPORT/VALUATION_COMMENTARIES/VALUATION_COMMENTARY/,,,,,
0100.0050,ValuationCommentText,UAD1039,Provide 'Description of Special Tax Assessments and Impact to Value / Marketability'.,"If SpecialTaxAssessmentsIndicator = ""true"" and ValuationCommentText is not provided in the instance of VALUATION_COMMENTARY with ValuationAnalysisCategoryType = ""PropertySpecialTaxAssessments""",Warning,N/A,Subject Property,{No Subsection},Description of Special Tax Assessments and Impact to Value / Marketability,ValuationCommentText,../VALUATION_ANALYSIS/VALUATION_REPORT/VALUATION_COMMENTARIES/VALUATION_COMMENTARY/,ValuationAnalysisCategoryType (PropertySpecialTaxAssessments),,,,
0100.0054,NativeAmericanLandsIndicator,UAD1040,Indicate whether the property is located on Native American lands.,If NativeAmericanLandsIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},Property on Native American Lands,NativeAmericanLandsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0059,AccessoryDwellingUnitTotalCount,UAD1041,Provide the total number of ADUs in the sales comparable.,"If @ValuationUseType = ""SalesComparable"" and AccessoryDwellingUnitTotalCount is not provided",Fatal,Sales Comparable #n,Does Not Display,Does Not Display,Does Not Display,AccessoryDwellingUnitTotalCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0065,PropertyInProjectIndicator,UAD1042,Indicate whether the property is located in a project.,If PropertyInProjectIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},Condominium; Cooperative; Condop,PropertyInProjectIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0100.0067,ParcelsLegalDescription,UAD1043,Provide the legal description or an image of the legal description.,"If ImageCategoryType = ""LegalDescription"" is not provided in any instance of IMAGE, and ParcelsLegalDescription is not provided",Fatal,Subject,Subject Property,Legal Description,{No Label},ParcelsLegalDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PARCEL_SUMMARY/PARCEL_SUMMARY_DETAIL/,,,,,
0100.0068,ImprovementType,UAD1044,Indicate whether the structure is a 'Dwelling' or 'Outbuilding'.,"If @ValuationUseType = ""RentalComparable"" and ImprovementType is not provided in a given instance of IMPROVEMENT_DETAIL",Fatal,Rental Comparable #n,Does Not Display,Does Not Display,Does Not Display,ImprovementType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0200.0015,PropertyAmenityExistsIndicator,UAD1045,Indicate whether the property has any amenities.,If PropertyAmenityExistsIndicator is not provided,Fatal,Subject,Subject Property Amenities,{No Subsection},{No Label},PropertyAmenityExistsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0200.0053,SubjectPropertyAmenitiesDefectsExistIndicator,UAD1046,"Indicate whether the subject property amenities have any defects, damages, or deficiencies.","If PropertyAmenityExistsIndicator = ""true"" and SubjectPropertyAmenitiesDefectsExistIndicator is not provided",Fatal,Subject,Subject Property Amenities,"Apparent Defects, Damages, Deficiencies",{No Label},SubjectPropertyAmenitiesDefectsExistIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0300.0009,ImprovementType,UAD1047,Indicate whether the structure is a 'Dwelling' or 'Outbuilding'.,If ImprovementType is not provided in a given instance of IMPROVEMENT_DETAIL,Fatal,Subject,,,,ImprovementType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0009,ImprovementType,UAD1048,At least one structure on the property must be identified as a 'Dwelling'.,"If ImprovementType is not ""Dwelling"" in at least one instance of IMPROVEMENT_DETAIL",Fatal,Subject,Dwelling Exterior,{No Subsection},{No Label},ImprovementType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,1,
0300.0010,NewConstructionIndicator,UAD1049,Indicate whether the property is new construction.,If NewConstructionIndicator is not provided,Fatal,Subject,Subject Property,{No Subsection},New Construction,NewConstructionIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,,
0300.0011,PropertyStructureBuiltYear,UAD1050,Provide 'Year Built' for each dwelling.,"If ImprovementType = ""Dwelling"" and PropertyStructureBuiltYear is not provided in a given instance of IMPROVEMENT_DETAIL",Fatal,Subject,Dwelling Exterior,{No Subsection},Year Built,PropertyStructureBuiltYear,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0010,NewConstructionIndicator,UAD1051,The property can only be considered as new construction when 'Year Built' for the dwelling(s) is within 1 year of the 'Effective Date of Appraisal'.,"If NewConstructionIndicator = ""true"", and PropertyStructureBuiltYear is not the same year, or within 1 year of the AppraisalReportEffectiveDate, for one or more instances of IMPROVEMENT_DETAIL with ImprovementType = ""Dwelling"".",Warning,Subject,Subject Property,{No Subsection},New Construction,NewConstructionIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/PROPERTY_DETAIL/,,,,Extract Year from AppraisalReportEffectiveDate,Extract Year from AppraisalReportEffectiveDate - 1 year
0300.0011,PropertyStructureBuiltYear,UAD1052,The 'Year Built' is prior to 1800. Please check for accuracy.,"If PropertyStructureBuiltYear < 1800 in a given instance of IMPROVEMENT_DETAIL with ImprovementType = ""Dwelling""",Warning,Subject,Dwelling Exterior,{No Subsection},Year Built (%PV%),PropertyStructureBuiltYear (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,1800,
0300.0011,PropertyStructureBuiltYear,UAD1053,The 'Year Built' for a dwelling cannot be after 'Effective Date of Appraisal'.,"If ((ExteriorConditionRatingCode = ""C1"" and PropertyStructureBuiltYear > year of (AppraisalReportEffectiveDate) + 2 years ) or (ExteriorConditionRatingCode <> ""C1"" and PropertyStructureBuiltYear > year of (AppraisalReportEffectiveDate)) in a given instance of IMPROVEMENT_DETAIL with ImprovementType = ""Dwelling""",Warning,Subject,Dwelling Exterior,{No Subsection},Year Built (%PV%),PropertyStructureBuiltYear (%PV%),../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0012,PropertyStructureBuiltYearEstimatedIndicator,UAD1054,For each dwelling indicate whether the 'Year Built' was estimated.,"If ImprovementType = ""Dwelling"", and PropertyStructureBuiltYearEstimatedIndicator is not provided in a given instance of IMPROVEMENT_DETAIL",Warning,Subject,Dwelling Exterior,{No Subsection},Year Built,PropertyStructureBuiltYearEstimatedIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0023,HeatingSystemExistsIndicator,UAD1055,Indicate whether the structure has a permanent heating system.,"If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"", and LivingUnitCount = 0, and HeatingSystemExistsIndicator is not provided in a given instance of IMPROVEMENT_DETAIL",Warning,Subject,Outbuilding,Detail,Heating,HeatingSystemExistsIndicator,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,OutbuildingType (%RV1%),,,,
0300.0025,OutbuildingType,UAD1056,"Provide the intended functional design for each outbuilding (e.g., barn, standalone ADU, pool house).","If ImprovementType = ""Outbuilding"" and OutbuildingType is not provided in a given instance of IMPROVEMENT_DETAIL",Fatal,Subject,Outbuilding,{No Subsection},{No Label},OutbuildingType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0026,OutbuildingTypeOtherDescription,UAD1057,Provide a description when 'Outbuilding Type' = 'Other'.,"If OutbuildingType = ""Other"" and OutbuildingTypeOtherDescription is not provided in a given instance of IMPROVEMENT_DETAIL",Fatal,Subject,Outbuilding,{No Subsection},{No Label},OutbuildingTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/IMPROVEMENT_DETAIL/,,,,,
0300.0028,UtilityType,UAD1058,The type of utility(s) that exist in the outbuilding must be included. Select 'None' if there are no utilities.,"If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"", and (at least one instance of OUTBUILDING_UTILITY is not provided or UtilityType is not provided in a given instance of OUTBUILDING_UTILITY)",Warning,Subject,Outbuilding,Detail,Utilities,UtilityType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/OUTBUILDING/OUTBUILDING_UTILITIES/OUTBUILDING_UTILITY/,OutbuildingType (%RV1%),,,,
0300.0029,UtilityTypeOtherDescription,UAD1059,Provide a description when utility type = 'Other'.,"If ImprovementType = ""Outbuilding"" and OutbuildingRealPropertyIndicator = ""true"" and UtilityType = ""Other"" and UtilityTypeOtherDescription is not provided in a given instance of OUTBUILDING_UTILITY",Fatal,Subject,Outbuilding,Detail,Utilities,UtilityTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/OUTBUILDING/OUTBUILDING_UTILITIES/OUTBUILDING_UTILITY/,OutbuildingType (%RV1%),,,,
0300.0032,StructuralDesignType,UAD1060,"Provide 'Structure Design' (e.g., Low-rise, Mid-rise, High-rise, Rowhouse / Townhouse, Semi-Detached) for each dwelling.","If ImprovementType = ""Dwelling"" and AttachmentType = ""Attached"", and StructuralDesignType is not provided in ARCHITECTURAL_DESIGN in a given instance of IMPROVEMENT",Fatal,Subject,Dwelling Exterior,{No Subsection},Structure Design,StructuralDesignType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/ARCHITECTURAL_DESIGN/,,,,,
0300.0033,StructuralDesignTypeOtherDescription,UAD1061,Provide a description when 'Structure Design' = 'Other'.,"If StructuralDesignType = ""Other"" and StructuralDesignTypeOtherDescription is not provided in a given instance of ARCHITECTURAL_DESIGN",Fatal,Subject,Dwelling Exterior,{No Subsection},Structure Design,StructuralDesignTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/ARCHITECTURAL_DESIGN/,,,,,
0300.0034,ConstructionMethodType,UAD1062,"Provide 'Construction Method' (e.g., Site Built, Manufactured, Modular) for each dwelling.","If ((ImprovementType = ""Dwelling"" and AttachmentType = ""Detached"") or (ImprovementType = ""Dwelling"" and AttachmentType = ""Attached"" and StructuralDesignType = ""RowhouseTownhouse"" or ""SemiDetached"" or ""Other"")), and (at least one instance of CONSTRUCTION_METHOD is not provided or ConstructionMethodType is not provided in a given instance of CONSTRUCTION_METHOD)",Fatal,Subject,Dwelling Exterior,{No Subsection},Construction Method,ConstructionMethodType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/CONSTRUCTION_METHODS/CONSTRUCTION_METHOD/,,,,,
0300.0035,ConstructionMethodTypeOtherDescription,UAD1063,Provide a description when 'Construction Method' = 'Other'.,"If ConstructionMethodType = ""Other"" and ConstructionMethodTypeOtherDescription is not provided in a given instance of CONSTRUCTION_METHOD",Fatal,Subject,Dwelling Exterior,{No Subsection},Construction Method,ConstructionMethodTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/CONSTRUCTION_METHODS/CONSTRUCTION_METHOD/,,,,,
0300.0041,EstimatedRemainingEconomicLifeYearsCount,UAD1064,Provide the estimated number of years of the dwelling's remaining useful life.,"If CostApproachIndicator = ""true"" and ImprovementType = ""Dwelling"" and EstimatedRemainingEconomicLifeYearsCount is not provided in a given instance of STRUCTURE_ANALYSIS_DETAIL",Warning,Subject,Cost Approach,Depreciated Cost - Dwelling,Remaining Economic Life,EstimatedRemainingEconomicLifeYearsCount,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_ANALYSES/STRUCTURE_ANALYSIS/STRUCTURE_ANALYSIS_DETAIL/,,,,,
"0300.0055
",ImprovementComponentType,UAD1065,"The exterior feature type must be included. For assistance with this message, contact the appraisal software vendor.","If ImprovementType = ""Dwelling"" and HomeownerResponsibleForExteriorMaintenanceIndicator = ""true"" and ImprovementComponentType is not provided in a given instance of STRUCTURE_COMPONENT_DETAIL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Feature,ImprovementComponentType,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,,,,,
0300.0056,ImprovementComponentTypeOtherDescription,UAD1066,Provide a description when 'Feature Type' = 'Other'.,"If ImprovementComponentType = ""Other"" and ImprovementComponentTypeOtherDescription is not provided in a given instance of STRUCTURE_COMPONENT_DETAIL",Fatal,Subject,Dwelling Exterior,Quality and Condition,Feature,ImprovementComponentTypeOtherDescription,../VALUATION_ANALYSIS/PROPERTIES/PROPERTY/IMPROVEMENTS/IMPROVEMENT/STRUCTURE/STRUCTURE_COMPONENTS/STRUCTURE_COMPONENT/STRUCTURE_COMPONENT_DETAIL/,,,,,
